jeremić,a	jer,emi,ća
planiran,u	plan,iran,u
akp,-a	ak,p,-a
restoran,ima	rest,oran,ima
bar,ovima	bar,ovima
klub,ova	kl,ub,ova
hurijet,u	h,ur,ij,etu
mandat,u	mand,atu
inspirisan,e	ins,pir,is,ane
zainteresovan,ija	z,ain,teres,ovan,ija
tinejdžer,e	t,ine,jd,ž,ere
kuran,a	k,ur,ana
milijet,a	mil,ij,eta
miloševićev,e	m,ilo,še,vi,će,ve
ubijen,om	ub,ijen,om
zoran,u	z,or,anu
đinđić,u	đ,in,đ,i,ću
velikan,a	vel,ik,ana
komandant,u	kom,and,antu
milorad,u	m,ilor,adu
ulemek,u	u,leme,ku
klan,a	kl,ana
đinđićev,oj	đ,in,đ,i,će,voj
istražitelj,i	ist,raž,itel,ji
miloševićev,im	m,ilo,šević,ev,im
napad,ima	nap,ad,ima
dejan,a	de,jana
milenković,a	m,ilen,ković,a
žrtven,og	ž,rt,ven,og
đinđićev,i	đ,in,đ,i,će,vi
popović,a	pop,ović,a
đinđić,em	đ,in,đ,ić,em
dušan,a	du,šana
mihajlović,a	m,ih,aj,l,ović,a
finansijer,a	fin,ans,ij,era
organizator,a	organiz,atora
visbaden,a	vis,bad,ena
zahtev,u	z,ah,te,vu
advokat,i	adv,ok,ati
operater,e	oper,at,ere
in,-u	in,-u
operater,i	oper,ater,i
zemljište,m	zem,l,ji,št,em
hektar,a	he,kt,ara
biro,a	b,iro,a
ažuriran,e	až,ur,ir,ane
maslinov,og	mas,lin,ov,og
seme,na	sem,ena
paradajz,a	par,ada,j,za
materijal,i	m,ater,ij,ali
grip,a	g,ri,pa
srčan,og	sr,čan,og
odliv,a	od,l,iva
slep,e	s,le,pe
poremećen,im	por,eme,ćen,im
vid,om	vid,om
brajov,oj	b,raj,ov,oj
aviv,u	av,ivu
mirko,m	mir,kom
cvetković,em	c,vet,ković,em
stran,a	st,rana
fatmir,a	fat,mira
sejdiu,a	se,j,di,ua
ahmet,om	ah,met,om
davutoglu,om	d,av,ut,og,lu,om
saud,om	s,aud,om
fajsal,om	f,aj,s,alom
akreditiv,e	ak,red,itive
valdet,a	val,d,eta
sadiku,a	s,adik,ua
danilo,m	dan,il,om
turk,om	tur,kom
region,ima	region,ima
raj,a	ra,ja
unodc,-a	un,od,c,-a
unodc,-u	un,od,c,-u
kriminal,u	k,riminal,u
biznis,a	b,iz,n,isa
miroljubiv,a	mi,rol,jub,iva
strazbur,u	st,raz,bur,u
prošlogodišnji,h	pro,š,log,odi,šnjih
saglasnost,i	s,ag,las,nosti
odgovor,e	od,gov,ore
angažman,a	anga,ž,mana
ahtisarijev,im	a,ht,is,ari,jev,im
nadziran,e	nad,zir,ane
angažovanost,i	anga,ž,ovan,osti
stvar,ima	st,var,ima
mešovit,om	me,š,ovit,om
porast,a	por,asta
zapaljiv,ih	z,ap,al,j,iv,ih
hrvat,i	h,rv,ati
slab,im	sl,ab,im
tročlan,im	tro,č,lan,im
predsedništvo,m	pred,sed,ništ,vom
bajden,om	b,aj,den,om
nacrt,u	n,ac,rt,u
neprihvatljiv,a	ne,pri,h,vat,lj,iva
protektorat,om	prote,ktor,atom
božić,a	bo,ži,ća
mamut,a	mam,uta
pilot,i	pil,oti
virus,a	vir,usa
pacijent,e	p,acij,ente
vezan,o	vez,ano
naj,star,ijih	naj,st,ari,jih
forenzički,h	for,enzi,čkih
razred,a	raz,reda
talent,e	tal,ente
projekt,om	pro,jekt,om
transatlantski,m	trans,atl,ants,kim
ambasador,i	amb,as,ador,i
uspostavljanje,m	us,post,avl,jan,jem
štab,a	št,aba
isključiv,o	isk,ljuč,ivo
ešdaunov,im	e,š,da,un,ov,im
transatlantski,h	trans,atl,ants,kih
nedovršen,o	ned,ovrš,eno
mnogi,ma	m,nog,ima
kraj,em	k,ra,jem
orijentisan,a	or,ij,ent,is,ana
kamen,a	kam,ena
šumski,h	š,um,skih
pomorski,m	pom,ors,kim
efekat,a	ef,ek,ata
dug,e	du,ge
uračunat,i	ura,č,un,ati
smanjenje,m	s,man,jen,jem
spor,iji	spor,iji
severoistok,u	se,vero,ist,oku
najavljen,om	naj,avljen,om
energetski,m	ener,get,skim
gigant,om	g,ig,antom
neupotrebljiv,a	ne,up,otre,bl,j,iva
jedinstven,i	jed,inst,veni
abraziv,i	ab,raz,ivi
voden,og	v,oden,og
rastvor,a	rast,vora
seizmološki,h	se,izm,olo,ških
sloj,eva	s,lo,jeva
eksperiment,i	eks,per,imenti
imejl,u	ime,j,lu
bugarski,m	bug,ars,kim
bilion,a	bil,iona
kubni,h	kub,nih
rezerva,ma	rez,erv,ama
levičar,i	le,vič,ari
odred,a	od,reda
prednji,m	pred,nj,im
prozor,ima	pro,zor,ima
krov,u	k,rov,u
vulgarakis,a	v,ul,gar,ak,isa
oficir,a	of,ici,ra
naj,čuvan,ijih	naj,č,uv,an,ij,ih
ulaz,a	ul,aza
toalet,ima	to,alet,ima
prozor,a	pro,z,ora
zgrada,ma	z,grad,ama
ulaz,ima	ul,az,ima
izlaz,ima	iz,l,az,ima
prestiž,a	pr,esti,ža
vod,ovi	vod,ovi
general,e	gener,ale
radovanović,a	rad,ovan,ović,a
oružan,ih	or,už,an,ih
vod,a	v,oda
barjaktar,i	bar,j,akt,ari
počast,i	po,č,asti
general,ima	general,ima
podoficir,a	pod,of,ici,ra
entitetski,h	ent,itet,skih
rame,nu	ram,enu
sulejman,a	s,ule,j,mana
tihić,a	t,ih,i,ća
major,u	major,u
krajšumović,u	k,raj,š,um,ović,u
sastav,a	s,ast,ava
mihaj,a	m,ih,aja
tanasesku,a	tan,ases,kua
strukturni,h	stru,k,turn,ih
titov,a	tit,ova
josip,a	j,os,ipa
broz,a	bro,za
neupotrebljen,a	ne,up,otre,bl,jena
dug,i	du,gi
vinston,a	v,inst,ona
čerčil,a	č,er,čila
gadafi,ja	g,ada,f,ija
abdel,a	abd,ela
naser,a	nas,era
džavaharlal,a	d,ž,av,ah,arl,ala
nehru,a	ne,h,ru,a
holivudski,h	hol,iv,ud,skih
ričard,a	r,ič,arda
barton,a	b,art,ona
star,o	st,aro
stručnjak,a	stru,č,nj,aka
papanikolau,a	p,apan,ik,ol,aua
ambijent,u	amb,ij,entu
brod,a	bro,da
tabloid,i	tab,lo,idi
laž,i	la,ži
josip,om	j,os,ip,om
broz,om	b,roz,om
tito,m	tit,om
penzioner,a	pen,zion,era
domet,e	dom,ete
televizija,ma	te,lev,iz,ijama
kvaziuniverzitet,a	kv,azi,un,iverz,iteta
talentovan,i	tal,ent,ov,ani
plagijat,ima	pl,ag,ij,at,ima
predatorski,m	pred,ators,kim
nepošten,im	ne,po,šten,im
evaluacija,ma	e,valu,acij,ama
nezameranje,m	nez,amer,an,jem
đak,e	đ,ake
funkcija,ma	funk,c,ijama
fakultet,i	f,akult,eti
institut,i	in,stit,uti
muftijin,o	mu,ft,ij,ino
moj,e	mo,je
šamar,e	š,am,are
izgovor,i	iz,gov,ori
vladar,u	v,lad,aru
rektor,u	re,ktor,u
profesor,u	prof,es,oru
vračar,u	v,rač,aru
diletant,ima	d,ile,tant,ima
univerzitetski,m	un,iverz,itet,skim
čestitost,i	č,est,it,osti
francuski,h	fran,cus,kih
đak,a	đ,aka
čvrst,ih	č,vr,st,ih
gospodstven,og	g,osp,od,st,ven,og
slovenac,a	sl,oven,aca
